"","subID","time","block","difficulty","diffQ","diff","method","region","slopes","ints"
"2154","a14","prac","b10","E1","Q3",7,"LMER","central",-1.586750444,3.863975123
"2155","a14","prac","b10","E1","Q3",7,"LMER","parietal",-1.465659818,3.549031852
"2156","a14","prac","b10","E1","Q3",7,"LMER","occipital",-1.192608782,2.803109803
"2157","a14","prac","b10","E1","Q3",7,"FOOOF","frontal",-1.232207764,0.962624203
"2158","a14","prac","b10","E1","Q3",7,"FOOOF","central",-1.559223389,1.610428788
"2159","a14","prac","b10","E1","Q3",7,"FOOOF","parietal",-1.542020137,1.579894794
"2160","a14","prac","b10","E1","Q3",7,"FOOOF","occipital",-1.180661838,1.201524767
"2161","a14","prac","b11","E1","Q3",7,"LMER","frontal",-1.327184854,2.461804601
"2162","a14","prac","b11","E1","Q3",7,"LMER","central",-1.537815157,3.680445604
"2163","a14","prac","b11","E1","Q3",7,"LMER","parietal",-1.434858707,3.431084636
"2164","a14","prac","b11","E1","Q3",7,"LMER","occipital",-1.222005656,2.842826719
"2165","a14","prac","b11","E1","Q3",7,"FOOOF","frontal",-1.212454613,0.902943771
"2166","a14","prac","b11","E1","Q3",7,"FOOOF","central",-1.488927793,1.507121827
"2167","a14","prac","b11","E1","Q3",7,"FOOOF","parietal",-1.351045052,1.33730525
"2168","a14","prac","b11","E1","Q3",7,"FOOOF","occipital",-1.216132016,1.11506184
"2169","a14","prac","b12","E1","Q3",7,"LMER","frontal",-1.397983598,2.697777732
"2170","a14","prac","b12","E1","Q3",7,"LMER","central",-1.609561821,3.925740706
"2171","a14","prac","b12","E1","Q3",7,"LMER","parietal",-1.46977667,3.632394115
"2172","a14","prac","b12","E1","Q3",7,"LMER","occipital",-1.205811476,2.881899738
"2173","a14","prac","b12","E1","Q3",7,"FOOOF","frontal",-1.411232612,1.170290432
"2174","a14","prac","b12","E1","Q3",7,"FOOOF","central",-1.608262575,1.672562791
"2175","a14","prac","b12","E1","Q3",7,"FOOOF","parietal",-1.519660585,1.583689619
"2176","a14","prac","b12","E1","Q3",7,"FOOOF","occipital",-1.331618239,1.302465726
"2177","a14","prac","b13","P2","Q2",5,"LMER","frontal",-1.092697304,1.860863337
"2178","a14","prac","b13","P2","Q2",5,"LMER","central",-1.345001793,3.178008588
"2179","a14","prac","b13","P2","Q2",5,"LMER","parietal",-1.29582171,3.099409436
"2180","a14","prac","b13","P2","Q2",5,"LMER","occipital",-1.143907802,2.703113858
"2181","a14","prac","b13","P2","Q2",5,"FOOOF","frontal",-1.184154868,0.847928035
"2182","a14","prac","b13","P2","Q2",5,"FOOOF","central",-1.422727498,1.402160162
"2183","a14","prac","b13","P2","Q2",5,"FOOOF","parietal",-1.395538015,1.371681381
"2184","a14","prac","b13","P2","Q2",5,"FOOOF","occipital",-1.266007091,1.215334104
"2185","a14","prac","b14","P3","Q2",6,"LMER","frontal",-1.295085675,2.36230563
"2186","a14","prac","b14","P3","Q2",6,"LMER","central",-1.436385366,3.443000742
"2187","a14","prac","b14","P3","Q2",6,"LMER","parietal",-1.377741463,3.312180204
"2188","a14","prac","b14","P3","Q2",6,"LMER","occipital",-1.173879126,2.726852445
"2189","a14","prac","b14","P3","Q2",6,"FOOOF","frontal",-1.184154868,0.847928035
"2190","a14","prac","b14","P3","Q2",6,"FOOOF","central",-1.422727498,1.402160162
"2191","a14","prac","b14","P3","Q2",6,"FOOOF","parietal",-1.395538015,1.371681381
"2192","a14","prac","b14","P3","Q2",6,"FOOOF","occipital",-1.266007091,1.215334104
"2193","a14","prac","b15","P3","Q2",6,"LMER","frontal",-1.389134011,2.499451221
"2194","a14","prac","b15","P3","Q2",6,"LMER","central",-1.542237408,3.638694359
"2195","a14","prac","b15","P3","Q2",6,"LMER","parietal",-1.419395754,3.388732033
"2196","a14","prac","b15","P3","Q2",6,"LMER","occipital",-1.188782833,2.774264287
"2197","a14","prac","b15","P3","Q2",6,"FOOOF","frontal",-1.414720449,1.085961475
"2198","a14","prac","b15","P3","Q2",6,"FOOOF","central",-1.500093417,1.500666116
"2199","a14","prac","b15","P3","Q2",6,"FOOOF","parietal",-1.515438442,1.508685673
"2200","a14","prac","b15","P3","Q2",6,"FOOOF","occipital",-1.36956034,1.293465251
"2201","a14","prac","b16","E1","Q3",7,"LMER","frontal",-1.375423122,2.489999651
"2202","a14","prac","b16","E1","Q3",7,"LMER","central",-1.532801067,3.589600507
"2203","a14","prac","b16","E1","Q3",7,"LMER","parietal",-1.460780323,3.39960131
"2204","a14","prac","b16","E1","Q3",7,"LMER","occipital",-1.198949525,2.691130446
"2205","a14","prac","b16","E1","Q3",7,"FOOOF","frontal",-1.39193334,1.075686164
"2206","a14","prac","b16","E1","Q3",7,"FOOOF","central",-1.424597699,1.409476503
"2207","a14","prac","b16","E1","Q3",7,"FOOOF","parietal",-1.429214829,1.363280688
"2208","a14","prac","b16","E1","Q3",7,"FOOOF","occipital",-1.115856253,0.977491787
"2209","a14","prac","b17","E1","Q3",7,"LMER","frontal",-1.411174979,2.621760639
"2210","a14","prac","b17","E1","Q3",7,"LMER","central",-1.565511428,3.741283544
"2211","a14","prac","b17","E1","Q3",7,"LMER","parietal",-1.478618196,3.548086337
"2212","a14","prac","b17","E1","Q3",7,"LMER","occipital",-1.21381758,2.881540724
"2213","a14","prac","b17","E1","Q3",7,"FOOOF","frontal",-1.457191454,1.154573492
"2214","a14","prac","b17","E1","Q3",7,"FOOOF","central",-1.649097906,1.671583827
"2215","a14","prac","b17","E1","Q3",7,"FOOOF","parietal",-1.60995811,1.60243108
"2216","a14","prac","b17","E1","Q3",7,"FOOOF","occipital",-1.393612412,1.343818883
"2217","a14","prac","b18","E1","Q3",7,"LMER","frontal",-1.383889738,2.554472383
"2218","a14","prac","b18","E1","Q3",7,"LMER","central",-1.548604147,3.706699314
"2219","a14","prac","b18","E1","Q3",7,"LMER","parietal",-1.46569508,3.539401578
"2220","a14","prac","b18","E1","Q3",7,"LMER","occipital",-1.187021743,2.841443605
"2221","a14","prac","b18","E1","Q3",7,"FOOOF","frontal",-1.421944166,1.101831974
"2222","a14","prac","b18","E1","Q3",7,"FOOOF","central",-1.551415956,1.570915378
"2223","a14","prac","b18","E1","Q3",7,"FOOOF","parietal",-1.574424211,1.587496437
"2224","a14","prac","b18","E1","Q3",7,"FOOOF","occipital",-1.344158316,1.308351303
"2225","a14","prac","b19","E1","Q3",7,"LMER","frontal",-1.38850142,2.475460532
"2226","a14","prac","b19","E1","Q3",7,"LMER","central",-1.516839468,3.526648601
"2227","a14","prac","b19","E1","Q3",7,"LMER","parietal",-1.402900355,3.312053668
"2228","a14","prac","b19","E1","Q3",7,"LMER","occipital",-1.18002628,2.76083383
"2229","a14","prac","b19","E1","Q3",7,"FOOOF","frontal",-1.440277462,1.091103656
"2230","a14","prac","b19","E1","Q3",7,"FOOOF","central",-1.46042894,1.418200968
"2231","a14","prac","b19","E1","Q3",7,"FOOOF","parietal",-1.531760731,1.503224343
"2232","a14","prac","b19","E1","Q3",7,"FOOOF","occipital",-1.252254792,1.164303668
"2233","a14","prac","b20","E2","Q3",8,"LMER","frontal",-1.363955933,2.517314485
"2234","a14","prac","b20","E2","Q3",8,"LMER","central",-1.510882951,3.634545304
"2235","a14","prac","b20","E2","Q3",8,"LMER","parietal",-1.395541752,3.378428248
"2236","a14","prac","b20","E2","Q3",8,"LMER","occipital",-1.184144099,2.829535949
"2237","a14","prac","b20","E2","Q3",8,"FOOOF","frontal",-1.304636355,0.997759067
"2238","a14","prac","b20","E2","Q3",8,"FOOOF","central",-1.567008838,1.602637747
"2239","a14","prac","b20","E2","Q3",8,"FOOOF","parietal",-1.547314061,1.555405041
"2240","a14","prac","b20","E2","Q3",8,"FOOOF","occipital",-1.319881196,1.282930617
"2241","a15","prac","b01","N1","Q1",1,"LMER","frontal",-1.418983196,2.947095861
"2242","a15","prac","b01","N1","Q1",1,"LMER","central",-1.440796024,3.173253499
"2243","a15","prac","b01","N1","Q1",1,"LMER","parietal",-1.429052001,3.079214527
"2244","a15","prac","b01","N1","Q1",1,"LMER","occipital",-1.282748511,2.744582487
"2245","a15","prac","b01","N1","Q1",1,"FOOOF","frontal",-1.402063291,1.245695299
"2246","a15","prac","b01","N1","Q1",1,"FOOOF","central",-1.396451778,1.290360517
"2247","a15","prac","b01","N1","Q1",1,"FOOOF","parietal",-1.49208726,1.342008118
"2248","a15","prac","b01","N1","Q1",1,"FOOOF","occipital",-1.243416679,1.134390269
"2249","a15","prac","b02","N2","Q1",2,"LMER","frontal",-1.483258584,2.966026398
"2250","a15","prac","b02","N2","Q1",2,"LMER","central",-1.521267033,3.254522388
"2251","a15","prac","b02","N2","Q1",2,"LMER","parietal",-1.521652853,3.20850605
"2252","a15","prac","b02","N2","Q1",2,"LMER","occipital",-1.34909534,2.866370672
"2253","a15","prac","b02","N2","Q1",2,"FOOOF","frontal",-1.599751192,1.363098588
"2254","a15","prac","b02","N2","Q1",2,"FOOOF","central",-1.606704619,1.433375167
"2255","a15","prac","b02","N2","Q1",2,"FOOOF","parietal",-1.492549935,1.318109228
"2256","a15","prac","b02","N2","Q1",2,"FOOOF","occipital",-1.331441599,1.202604647
"2257","a15","prac","b03","N3","Q1",3,"LMER","frontal",-1.574812758,3.083824192
"2258","a15","prac","b03","N3","Q1",3,"LMER","central",-1.618936504,3.344777806
"2259","a15","prac","b03","N3","Q1",3,"LMER","parietal",-1.609689337,3.243212709
"2260","a15","prac","b03","N3","Q1",3,"LMER","occipital",-1.388539676,2.834735809
"2261","a15","prac","b03","N3","Q1",3,"FOOOF","frontal",-1.559214711,1.325298812
"2262","a15","prac","b03","N3","Q1",3,"FOOOF","central",-1.67804026,1.4823054
"2263","a15","prac","b03","N3","Q1",3,"FOOOF","parietal",-1.589832825,1.366752398
"2264","a15","prac","b03","N3","Q1",3,"FOOOF","occipital",-1.412975233,1.239605649
"2265","a15","prac","b04","N3","Q1",3,"LMER","frontal",-1.601964612,3.057357472
"2266","a15","prac","b04","N3","Q1",3,"LMER","central",-1.646400341,3.373045181
"2267","a15","prac","b04","N3","Q1",3,"LMER","parietal",-1.62918883,3.284986067
"2268","a15","prac","b04","N3","Q1",3,"LMER","occipital",-1.466761259,2.959122888
"2269","a15","prac","b04","N3","Q1",3,"FOOOF","frontal",-1.616065745,1.320355128
"2270","a15","prac","b04","N3","Q1",3,"FOOOF","central",-1.646161076,1.409522668
"2271","a15","prac","b04","N3","Q1",3,"FOOOF","parietal",-1.667267623,1.403372445
"2272","a15","prac","b04","N3","Q1",3,"FOOOF","occipital",-1.524188433,1.300391344
"2273","a15","prac","b05","P1","Q2",4,"LMER","frontal",-1.641499341,3.254426471
"2274","a15","prac","b05","P1","Q2",4,"LMER","central",-1.672878894,3.489791806
"2275","a15","prac","b05","P1","Q2",4,"LMER","parietal",-1.650391189,3.393332733
"2276","a15","prac","b05","P1","Q2",4,"LMER","occipital",-1.493054885,3.067998596
"2277","a15","prac","b05","P1","Q2",4,"FOOOF","frontal",-1.661489849,1.417917183
"2278","a15","prac","b05","P1","Q2",4,"FOOOF","central",-1.828118764,1.609670057
"2279","a15","prac","b05","P1","Q2",4,"FOOOF","parietal",-1.661487226,1.446827585
"2280","a15","prac","b05","P1","Q2",4,"FOOOF","occipital",-1.502350308,1.321773614
"2281","a15","prac","b06","P1","Q2",4,"LMER","frontal",-1.588966903,3.037237628
"2282","a15","prac","b06","P1","Q2",4,"LMER","central",-1.601586179,3.258226209
"2283","a15","prac","b06","P1","Q2",4,"LMER","parietal",-1.550314003,3.108611703
"2284","a15","prac","b06","P1","Q2",4,"LMER","occipital",-1.384988275,2.816924133
"2285","a15","prac","b06","P1","Q2",4,"FOOOF","frontal",-1.591796873,1.304897493
"2286","a15","prac","b06","P1","Q2",4,"FOOOF","central",-1.591456799,1.356399997
"2287","a15","prac","b06","P1","Q2",4,"FOOOF","parietal",-1.618398029,1.359508018
"2288","a15","prac","b06","P1","Q2",4,"FOOOF","occipital",-1.458187836,1.245280709
"2289","a15","prac","b07","P1","Q2",4,"LMER","frontal",-1.542423412,3.017985163
"2290","a15","prac","b07","P1","Q2",4,"LMER","central",-1.55932112,3.22102084
"2291","a15","prac","b07","P1","Q2",4,"LMER","parietal",-1.544036477,3.14195648
"2292","a15","prac","b07","P1","Q2",4,"LMER","occipital",-1.356956075,2.709573064
"2293","a15","prac","b07","P1","Q2",4,"FOOOF","frontal",-1.547966791,1.303240399
"2294","a15","prac","b07","P1","Q2",4,"FOOOF","central",-1.539940183,1.34142738
"2295","a15","prac","b07","P1","Q2",4,"FOOOF","parietal",-1.524467903,1.311206212
"2296","a15","prac","b07","P1","Q2",4,"FOOOF","occipital",-1.346198916,1.149559966
"2297","a15","prac","b08","P1","Q2",4,"LMER","frontal",-1.685537852,3.354598756
"2298","a15","prac","b08","P1","Q2",4,"LMER","central",-1.643604374,3.359502954
"2299","a15","prac","b08","P1","Q2",4,"LMER","parietal",-1.634005756,3.272736721
"2300","a15","prac","b08","P1","Q2",4,"LMER","occipital",-1.430596603,2.8437974
"2301","a15","prac","b08","P1","Q2",4,"FOOOF","frontal",-1.859474885,1.584661547
"2302","a15","prac","b08","P1","Q2",4,"FOOOF","central",-1.788137609,1.52431415
"2303","a15","prac","b08","P1","Q2",4,"FOOOF","parietal",-1.711744231,1.433351449
"2304","a15","prac","b08","P1","Q2",4,"FOOOF","occipital",-1.451532829,1.226915294
"2305","a15","prac","b09","P2","Q2",5,"LMER","frontal",-1.71263867,3.443985971
"2306","a15","prac","b09","P2","Q2",5,"LMER","central",-1.64990328,3.43896355
"2307","a15","prac","b09","P2","Q2",5,"LMER","parietal",-1.622445688,3.31855456
"2308","a15","prac","b09","P2","Q2",5,"LMER","occipital",-1.494491061,3.064727183
"2309","a15","prac","b09","P2","Q2",5,"FOOOF","frontal",-1.92363322,1.657434717
"2310","a15","prac","b09","P2","Q2",5,"FOOOF","central",-1.810676213,1.577830107
"2311","a15","prac","b09","P2","Q2",5,"FOOOF","parietal",-1.618393111,1.394023027
"2312","a15","prac","b09","P2","Q2",5,"FOOOF","occipital",-1.578643748,1.375490042
"2313","a15","prac","b10","P2","Q2",5,"LMER","frontal",-1.673101845,3.177994111
"2314","a15","prac","b10","P2","Q2",5,"LMER","central",-1.736046946,3.493214491
"2315","a15","prac","b10","P2","Q2",5,"LMER","parietal",-1.664567732,3.265489442
"2316","a15","prac","b10","P2","Q2",5,"LMER","occipital",-1.417855868,2.765561555
"2317","a15","prac","b10","P2","Q2",5,"FOOOF","frontal",-1.638924721,1.335652758
"2318","a15","prac","b10","P2","Q2",5,"FOOOF","central",-1.658397295,1.402095011
"2319","a15","prac","b10","P2","Q2",5,"FOOOF","parietal",-1.516086634,1.221115614
"2320","a15","prac","b10","P2","Q2",5,"FOOOF","occipital",-1.291485461,1.008118832
"2321","a15","prac","b11","P2","Q2",5,"LMER","frontal",-1.611787744,3.02754562
"2322","a15","prac","b11","P2","Q2",5,"LMER","central",-1.6499066,3.333214751
"2323","a15","prac","b11","P2","Q2",5,"LMER","parietal",-1.638284885,3.251607467
"2324","a15","prac","b11","P2","Q2",5,"LMER","occipital",-1.477554991,2.909586902
"2325","a15","prac","b11","P2","Q2",5,"FOOOF","frontal",-1.61595441,1.300230618
"2326","a15","prac","b11","P2","Q2",5,"FOOOF","central",-1.797256393,1.520248789
"2327","a15","prac","b11","P2","Q2",5,"FOOOF","parietal",-1.725803984,1.434406389
"2328","a15","prac","b11","P2","Q2",5,"FOOOF","occipital",-1.55865483,1.290573381
"2329","a15","prac","b12","P3","Q2",6,"LMER","frontal",-1.705456715,3.304960252
"2330","a15","prac","b12","P3","Q2",6,"LMER","central",-1.7335328,3.55908114
"2331","a15","prac","b12","P3","Q2",6,"LMER","parietal",-1.677320836,3.373143682
"2332","a15","prac","b12","P3","Q2",6,"LMER","occipital",-1.479303559,2.864414789
"2333","a15","prac","b12","P3","Q2",6,"FOOOF","frontal",-1.857037331,1.549866886
"2334","a15","prac","b12","P3","Q2",6,"FOOOF","central",-1.8984312,1.639410014
"2335","a15","prac","b12","P3","Q2",6,"FOOOF","parietal",-1.782639069,1.508443167
"2336","a15","prac","b12","P3","Q2",6,"FOOOF","occipital",-1.556912691,1.272269521
"2337","a15","prac","b13","P3","Q2",6,"LMER","frontal",-1.580971772,3.060010558
"2338","a15","prac","b13","P3","Q2",6,"LMER","central",-1.588892037,3.298797004
"2339","a15","prac","b13","P3","Q2",6,"LMER","parietal",-1.544081742,3.137295829
"2340","a15","prac","b13","P3","Q2",6,"LMER","occipital",-1.407697832,2.810269604
"2341","a15","prac","b13","P3","Q2",6,"FOOOF","frontal",-1.751876344,1.448684719
"2342","a15","prac","b13","P3","Q2",6,"FOOOF","central",-1.724703966,1.487274782
"2343","a15","prac","b13","P3","Q2",6,"FOOOF","parietal",-1.609316072,1.35979184
"2344","a15","prac","b13","P3","Q2",6,"FOOOF","occipital",-1.411272136,1.189819207
"2345","a15","prac","b14","P3","Q2",6,"LMER","frontal",-1.668001017,3.220097657
"2346","a15","prac","b14","P3","Q2",6,"LMER","central",-1.717749056,3.557446072
"2347","a15","prac","b14","P3","Q2",6,"LMER","parietal",-1.634204922,3.287803303
"2348","a15","prac","b14","P3","Q2",6,"LMER","occipital",-1.418842058,2.788511288
"2349","a15","prac","b14","P3","Q2",6,"FOOOF","frontal",-1.686521153,1.399858696
"2350","a15","prac","b14","P3","Q2",6,"FOOOF","central",-1.725758922,1.509366886
"2351","a15","prac","b14","P3","Q2",6,"FOOOF","parietal",-1.635871526,1.386621428
"2352","a15","prac","b14","P3","Q2",6,"FOOOF","occipital",-1.430912513,1.193391578
"2353","a15","prac","b15","E1","Q3",7,"LMER","frontal",-1.635265406,3.147399556
"2354","a15","prac","b15","E1","Q3",7,"LMER","central",-1.648835133,3.325966753
"2355","a15","prac","b15","E1","Q3",7,"LMER","parietal",-1.59325584,3.147346106
"2356","a15","prac","b15","E1","Q3",7,"LMER","occipital",-1.421289806,2.766499486
"2357","a15","prac","b15","E1","Q3",7,"FOOOF","frontal",-1.743171184,1.461421483
"2358","a15","prac","b15","E1","Q3",7,"FOOOF","central",-1.620437468,1.366898245
"2359","a15","prac","b15","E1","Q3",7,"FOOOF","parietal",-1.510311288,1.252020212
"2360","a15","prac","b15","E1","Q3",7,"FOOOF","occipital",-1.466277938,1.226522244
"2361","a15","prac","b16","E1","Q3",7,"LMER","frontal",-1.642553609,3.143243834
"2362","a15","prac","b16","E1","Q3",7,"LMER","central",-1.680875514,3.466585241
"2363","a15","prac","b16","E1","Q3",7,"LMER","parietal",-1.635841786,3.306060467
"2364","a15","prac","b16","E1","Q3",7,"LMER","occipital",-1.463575314,2.924029147
"2365","a15","prac","b16","E1","Q3",7,"FOOOF","frontal",-1.651027665,1.34976344
"2366","a15","prac","b16","E1","Q3",7,"FOOOF","central",-1.677125924,1.440728374
"2367","a15","prac","b16","E1","Q3",7,"FOOOF","parietal",-1.734474135,1.463393406
"2368","a15","prac","b16","E1","Q3",7,"FOOOF","occipital",-1.486175606,1.255276683
"2369","a15","prac","b17","E1","Q3",7,"LMER","frontal",-1.827886055,3.468138833
"2370","a15","prac","b17","E1","Q3",7,"LMER","central",-1.908220895,3.830425732
"2371","a15","prac","b17","E1","Q3",7,"LMER","parietal",-1.80601465,3.563862494
"2372","a15","prac","b17","E1","Q3",7,"LMER","occipital",-1.543819281,3.016498877
"2373","a15","prac","b17","E1","Q3",7,"FOOOF","frontal",-1.89485436,1.516917569
"2374","a15","prac","b17","E1","Q3",7,"FOOOF","central",-1.957660379,1.650540027
"2375","a15","prac","b17","E1","Q3",7,"FOOOF","parietal",-1.810250282,1.499741621
"2376","a15","prac","b17","E1","Q3",7,"FOOOF","occipital",-1.513396786,1.217305705
"2377","a15","prac","b18","E2","Q3",8,"LMER","frontal",-1.639013413,3.108614315
"2378","a15","prac","b18","E2","Q3",8,"LMER","central",-1.730140146,3.469285316
"2379","a15","prac","b18","E2","Q3",8,"LMER","parietal",-1.689346389,3.309683159
"2380","a15","prac","b18","E2","Q3",8,"LMER","occipital",-1.46565386,2.822915752
"2381","a15","prac","b18","E2","Q3",8,"FOOOF","frontal",-1.642213776,1.356484343
"2382","a15","prac","b18","E2","Q3",8,"FOOOF","central",-1.859191164,1.593523512
"2383","a15","prac","b18","E2","Q3",8,"FOOOF","parietal",-1.556769927,1.257660882
"2384","a15","prac","b18","E2","Q3",8,"FOOOF","occipital",-1.529284244,1.265308294
"2385","a15","prac","b19","E2","Q3",8,"LMER","frontal",-1.643289875,3.218591007
"2386","a15","prac","b19","E2","Q3",8,"LMER","central",-1.736570099,3.676872478
"2387","a15","prac","b19","E2","Q3",8,"LMER","parietal",-1.694182042,3.469867393
"2388","a15","prac","b19","E2","Q3",8,"LMER","occipital",-1.504392501,3.007448609
"2389","a15","prac","b19","E2","Q3",8,"FOOOF","frontal",-1.636161374,1.366060452
"2390","a15","prac","b19","E2","Q3",8,"FOOOF","central",-1.726135711,1.53443824
"2391","a15","prac","b19","E2","Q3",8,"FOOOF","parietal",-1.776716772,1.530216223
"2392","a15","prac","b19","E2","Q3",8,"FOOOF","occipital",-1.569476341,1.318397502
"2393","a15","prac","b20","E2","Q3",8,"LMER","frontal",-1.638494734,3.140287323
"2394","a15","prac","b20","E2","Q3",8,"LMER","central",-1.680473241,3.453317019
"2395","a15","prac","b20","E2","Q3",8,"LMER","parietal",-1.653776846,3.304399904
"2396","a15","prac","b20","E2","Q3",8,"LMER","occipital",-1.505576703,2.965731836
"2397","a15","prac","b20","E2","Q3",8,"FOOOF","frontal",-1.794274754,1.480546494
"2398","a15","prac","b20","E2","Q3",8,"FOOOF","central",-1.803386006,1.562017385
"2399","a15","prac","b20","E2","Q3",8,"FOOOF","parietal",-1.65910132,1.395367158
"2400","a15","prac","b20","E2","Q3",8,"FOOOF","occipital",-1.442451155,1.136547799
"2401","a16","prac","b01","N1","Q1",1,"LMER","frontal",-1.392104869,2.530822556
"2402","a16","prac","b01","N1","Q1",1,"LMER","central",-1.72255408,3.851820478
"2403","a16","prac","b01","N1","Q1",1,"LMER","parietal",-1.639049588,3.585540704
"2404","a16","prac","b01","N1","Q1",1,"LMER","occipital",-1.443008944,3.392995179
"2405","a16","prac","b01","N1","Q1",1,"FOOOF","frontal",-1.370070891,1.079301676
"2406","a16","prac","b01","N1","Q1",1,"FOOOF","central",-1.596379199,1.508150707
"2407","a16","prac","b01","N1","Q1",1,"FOOOF","parietal",-1.579343948,1.476616062
"2408","a16","prac","b01","N1","Q1",1,"FOOOF","occipital",-1.520265255,1.499221036
"2409","a16","prac","b02","N2","Q1",2,"LMER","frontal",-1.381918253,2.469167189
"2410","a16","prac","b02","N2","Q1",2,"LMER","central",-1.812549925,4.043753264
"2411","a16","prac","b02","N2","Q1",2,"LMER","parietal",-1.730727606,3.724089417
"2412","a16","prac","b02","N2","Q1",2,"LMER","occipital",-1.452730207,3.317099867
"2413","a16","prac","b02","N2","Q1",2,"FOOOF","frontal",-1.357284495,1.049701024
"2414","a16","prac","b02","N2","Q1",2,"FOOOF","central",-1.640462996,1.523656688
"2415","a16","prac","b02","N2","Q1",2,"FOOOF","parietal",-1.746385593,1.583245682
"2416","a16","prac","b02","N2","Q1",2,"FOOOF","occipital",-1.493854961,1.426021169
"2417","a16","prac","b03","N3","Q1",3,"LMER","frontal",-1.281048846,2.36388105
"2418","a16","prac","b03","N3","Q1",3,"LMER","central",-1.768319257,4.021948947
"2419","a16","prac","b03","N3","Q1",3,"LMER","parietal",-1.722764687,3.792370023
"2420","a16","prac","b03","N3","Q1",3,"LMER","occipital",-1.432708503,3.375181711
"2421","a16","prac","b03","N3","Q1",3,"FOOOF","frontal",-1.082818302,0.790705327
"2422","a16","prac","b03","N3","Q1",3,"FOOOF","central",-1.612418654,1.545110567
"2423","a16","prac","b03","N3","Q1",3,"FOOOF","parietal",-1.646829345,1.530723251
"2424","a16","prac","b03","N3","Q1",3,"FOOOF","occipital",-1.468506889,1.454547536
"2425","a16","prac","b04","P1","Q2",4,"LMER","frontal",-1.228955898,2.289565869
"2426","a16","prac","b04","P1","Q2",4,"LMER","central",-1.658273711,3.79170597
"2427","a16","prac","b04","P1","Q2",4,"LMER","parietal",-1.571924489,3.481820875
"2428","a16","prac","b04","P1","Q2",4,"LMER","occipital",-1.343209156,3.169744784
"2429","a16","prac","b04","P1","Q2",4,"FOOOF","frontal",-0.843878452,0.524603143
"2430","a16","prac","b04","P1","Q2",4,"FOOOF","central",-1.541823495,1.493947121
"2431","a16","prac","b04","P1","Q2",4,"FOOOF","parietal",-1.505461282,1.423270721
"2432","a16","prac","b04","P1","Q2",4,"FOOOF","occipital",-1.384365392,1.365805053
"2433","a16","prac","b05","P1","Q2",4,"LMER","frontal",-1.308602206,2.345216763
"2434","a16","prac","b05","P1","Q2",4,"LMER","central",-1.80809797,4.059492134
"2435","a16","prac","b05","P1","Q2",4,"LMER","parietal",-1.726904468,3.762183569
"2436","a16","prac","b05","P1","Q2",4,"LMER","occipital",-1.436602741,3.332674935
"2437","a16","prac","b05","P1","Q2",4,"FOOOF","frontal",-1.121562218,0.784230614
"2438","a16","prac","b05","P1","Q2",4,"FOOOF","central",-1.699286975,1.606508248
"2439","a16","prac","b05","P1","Q2",4,"FOOOF","parietal",-1.759244163,1.629039038
"2440","a16","prac","b05","P1","Q2",4,"FOOOF","occipital",-1.511658126,1.452143367
"2441","a16","prac","b06","P1","Q2",4,"LMER","frontal",-1.491366555,2.728344083
"2442","a16","prac","b06","P1","Q2",4,"LMER","central",-1.882479582,4.238443239
"2443","a16","prac","b06","P1","Q2",4,"LMER","parietal",-1.750409684,3.832297924
"2444","a16","prac","b06","P1","Q2",4,"LMER","occipital",-1.451806088,3.364494397
"2445","a16","prac","b06","P1","Q2",4,"FOOOF","frontal",-1.488520114,1.183203511
"2446","a16","prac","b06","P1","Q2",4,"FOOOF","central",-1.740721423,1.645394998
"2447","a16","prac","b06","P1","Q2",4,"FOOOF","parietal",-1.841109021,1.727828786
"2448","a16","prac","b06","P1","Q2",4,"FOOOF","occipital",-1.543488887,1.50306235
"2449","a16","prac","b07","P2","Q2",5,"LMER","frontal",-1.506462329,2.685558957
"2450","a16","prac","b07","P2","Q2",5,"LMER","central",-1.928241852,4.330949723
"2451","a16","prac","b07","P2","Q2",5,"LMER","parietal",-1.809683338,3.936241248
"2452","a16","prac","b07","P2","Q2",5,"LMER","occipital",-1.417092112,3.371142974
"2453","a16","prac","b07","P2","Q2",5,"FOOOF","frontal",-1.498942202,1.160008582
"2454","a16","prac","b07","P2","Q2",5,"FOOOF","central",-1.854070366,1.760823718
"2455","a16","prac","b07","P2","Q2",5,"FOOOF","parietal",-1.77481965,1.639064251
"2456","a16","prac","b07","P2","Q2",5,"FOOOF","occipital",-1.454182431,1.466729034
"2457","a16","prac","b08","P2","Q2",5,"LMER","frontal",-1.669097805,2.891283164
"2458","a16","prac","b08","P2","Q2",5,"LMER","central",-1.887541787,4.085759422
"2459","a16","prac","b08","P2","Q2",5,"LMER","parietal",-1.781663266,3.785639584
"2460","a16","prac","b08","P2","Q2",5,"LMER","occipital",-1.446996725,3.306161996
"2461","a16","prac","b08","P2","Q2",5,"FOOOF","frontal",-1.59929898,1.1591343
"2462","a16","prac","b08","P2","Q2",5,"FOOOF","central",-1.687031624,1.503715628
"2463","a16","prac","b08","P2","Q2",5,"FOOOF","parietal",-1.746214667,1.569338199
"2464","a16","prac","b08","P2","Q2",5,"FOOOF","occipital",-1.538626315,1.484382827
"2465","a16","prac","b09","P2","Q2",5,"LMER","frontal",-1.604823502,2.83837262
"2466","a16","prac","b09","P2","Q2",5,"LMER","central",-1.908999077,4.302894179
